Restaurant Name,Address,Predictions
El Diamante Restaurant,2830 E Charleston Blvd,Fail
JJ's Boulangerie,3655 Las Vegas Blvd S,Fail
Doh Korean BBQ,"7920 S Rainbow Blvd, Ste 105",Fail
Rolling In Dough Bakery,"10260 W Charleston Blvd, Ste 4",Fail
Sunset Pizzeria,869 S Boulder Hwy,Fail
Flame Kabob,"4440 S Maryland Pkwy, Ste 109",Fail
PT's,4310 E Tropicana Ave,Fail
El Herradero Mexican Restaurant,1725 E Warm Springs Rd,Fail
Doña Maria Tamales Restaurant,910 Las Vegas Blvd S,Fail
Thai Style Noodle House 2,"5135 S Fort Apache Rd, Ste 125",Fail
The Habit Burger Grill,543 N Stephanie St,Fail
IHOP,3260 E Tropicana Ave,Fail
Crispy Town,3890 S Maryland Pkwy,Fail
Happy's Pizza,300 W Lake Mead Blvd,Fail
Good Fella Korean Bistro,"5035 S Fort Apache Rd, Ste 106",Fail
Izakaya Go,"3775 Spring Mountain Rd, Ste 301",Fail
Nozomi Sushi,"2202 W Charleston Blvd, Ste 11",Fail
Rubio's,"7290 W Lake Mead Blvd, Ste 3",Fail
Pho D'licious,4631 Spring Mountain Rd,Fail
Shalimar Restaurant,4001 S Decatur Blvd,Fail
Pizza Forte,1301 W Sunset Rd,Fail
Kung Fu Thai & Chinese Restaurant,3505 S Valley View Blvd,Fail
Pizza N Pizza,3480 S Maryland Pkwy,Fail
Ricardo's Mexican Restaurant,4930 W Flamingo Rd,Fail
Da Sheng Chinese Cuisine,"Chinatown Mall, 4255 W Spring Mountain Rd",Fail
Gordon Biersch Brewery Restaurant,3987 Paradise Rd,Fail
Saborr,"4348 E Craig Rd, Ste 150",Fail
Axum Ethiopian,860 E Twain Ave,Fail
Rosati's Pizza,430 E Silverado Ranch Blvd,Fail
Sura BBQ Buffet,"4480 W Spring Mountain Rd, Ste 400",Fail
Tropical Smoothie Cafe,4990 West Flamingo Road,Fail
Robertos Taco Shop,5117 W Charleston,Fail
The Grand Wok and Sushi Bar,3799 Las Vegas Blvd S,Fail
Tacos Los Toritos,"2560 S Maryland Pkwy, Ste 9",Fail
Siam Thai Kitchen,604 N Rainbow Blvd,Fail
Nihao Chinese Food,2490 E Desert Inn Rd,Fail
Port of Subs,"6572 N Decatur Blvd, Ste 130",Fail
Buca di Beppo Italian Restaurant,7690 W Lake Mead Blvd,Fail
Big Wong Restaurant,5040 Spring Mountain Rd,Fail
Cafe Rio,65 E Horizon Ridge Pkwy,Fail
Mi Pueblo Taco Shop,1920 N Decatur Blvd,Fail
El Manantial Restaurant,1078 N Rancho Dr,Fail
Rocco's NY Pizzeria,6885 Aliante Pkwy,Fail
Puerto Rico Express,1516 S Las Vegas Blvd,Fail
Greens and Proteins,"8975 S Eastern Ave, Ste 3C",Fail
Johnny Rockets,"Paradise Road, 4480 Paradise Rd. Suite #800",Fail
Chamango,"4750 W Sahara Ave, Ste 14",Fail
Kusina Ni Lorraine,3507 S Maryland Pkwy,Fail
Itea Boba & Dessert,"1350 East Flamingo Rd, Unit 15B",Fail
Tortas El Rey,1900 E Charleston Blvd,Fail
Lemongrass Café,8820 S Eastern Ave,Fail
Bangkok Orchid,4662 E Sunset Rd,Fail
Felipito's Mexican Food,1325 E Tropicana Ave,Fail
Hot Head Burritos,10550 S Highlands Pkwy,Fail
Aloha Kitchen,4466 E Charleston Blvd,Fail
Ricos Tacos El Tio,1430 W Horizon Ridge Pkwy,Fail
Sean Patricks,3290 W Ann Rd,Fail
Pei Wei,"10575 S Eastern Ave, Ste 100",Fail
Veggie House,"5115 Spring Mountain Rd, Ste 203",Fail
Classic Jewel,"353 E Bonneville Ave, Ste 111",Fail
Xiang Wei Xuan-湘味轩,"6000 Spring Mountain Rd, Ste 2B",Fail
Sultan's Grill,"1910 Village Center Cir, Ste 7",Fail
QQ Boba,"9310 S Eastern Ave, Ste 105",Fail
Pho Vietnam Restaurant,4215 Spring Mountain Rd,Fail
The Auld Dubliner,40 Via Bel Canto,Fail
Soul Food Cafe,"7320 S Rainbow Blvd, Ste 112",Fail
Capriotti's Sandwich Shop,322 W. Sahara,Fail
Grand Pizza,6731 W Alexander Rd,Fail
China A Go Go,"2101 N Rainbow Blvd, Ste 101",Fail
Rivas Mexican Grill,"6885 N Aliante Pkwy, Ste 106",Fail
DJ's Taco Bar,3743 S Las Vegas Blvd,Fail
Mr Beijing,730 E Flamingo Rd,Fail
Roberto's Taco Shop,8580 W Lake Mead Blvd,Fail
Roberto's Taco Shop,"3399 S Durango Dr, Ste 102",Fail
Wings Restaurants,9985 S Eastern Ave,Fail
Robertos Taco Shop,1530 W Sunset Rd,Fail
Remiix,"1801 E Tropicana Ave, Ste 2",Fail
Del Taco,3922 Blue Diamond Rd,Fail
Sen of Japan,"8480 W Desert Inn Rd, Ste F1",Fail
Shabu Grill,"1263 E Silverado Ranch, Ste 106",Fail
Del Taco,"3785 Las Vegas Blvd S, Ste 209",Fail
Cracker Barrel Old Country Store,8350 Dean Martin Dr,Fail
Leticia's Mexican Cocina,"7585 Norman Rockwell Ln, Bldg 1",Fail
Chef Ming's Chinese Cuisine,2595 E Craig Rd,Fail
La Casita De Doña Machi,2407 S Eastern Ave,Fail
Albo Pizza,1510 S Las Vegas Blvd,Fail
Pizzeria Francesco's,3300 Las Vegas Blvd S,Fail
Cinnabon,1300 W Sunset Rd,Fail
Capital Seafood Restaurant,"4215 W Spring Mountain Rd, Ste B-202",Fail
McDonald's,10020 S Eastern,Fail
Bobby's Burger Palace,3750 South Las Vegas Blvd,Fail
Sinaloa Tacos,2027 N Decatur Blvd,Fail
Blossom,3730 Las Vegas Blvd S,Fail
Taco Y Taco,9470 S Eastern Ave,Fail
Nevada Chicken Cafe,6155 W Sahara Ave,Fail
Odyssey Pizza,1930 Fremont St,Fail
Café Zupas,7521 W Lake Mead Blvd,Fail
Real Donuts,1811 W Charleston Blvd,Fail
Seven Seas Restaurant & Lounge,808 W Lake Mead Blvd,Fail
Cafe Rio,7664 W Lake Mead Blvd,Fail
Teriyaki Boy Healthy Grill,1725 N Rainbow Blvd,Fail
Crab Corner,4161 S Eastern Ave,Fail
Ohjah Japanese Steakhouse Sushi & Hibachi,"8595 S Decatur Blvd, Ste 104",Fail
Sorrento Pizza,860 N Rainbow Blvd,Fail
Roberto's Taco Shop,193 N Gibson Rd,Fail
Little Caesars Pizza,8380 W. Cheynenne Ave. Suite 105,Fail
Pizza Hut,"8090 Blue Diamond Rd, Ste 140",Fail
Daddy's Delights,"2103 Western Ave, Ste A",Fail
ChiAm Restaurant,"6300 W Charleston Blvd, Ste 170",Fail
Tropical Smoothie Cafe,"3595 East Bonanza Road, Suite 110",Fail
Cicis,2415 E Tropicana Ave,Fail
The Tap House,5589 W Charleston Blvd,Fail
Aloha Kitchen,4745 S Maryland Pkwy,Fail
Rosati's Pizza,3370 S Hualapai Way,Fail
Sambalatte Torrefazione,"750 S Rampart Blvd, Ste 9",Fail
New York Pizza Ribs & Wings,1000 S Torrey Pines Dr,Fail
Roberto's Taco Shop,"1380 W Cheyenne Ave, Ste 103",Fail
Roberto's Taco Shop,6475 S Pecos Rd,Fail
Roberto's Taco Shop,"241 N Nellis Blvd, Ste 101",Fail
Lucki Thai,467 E Silverado Ranch Blvd,Fail
Boulder Station Pasta Cucina,4111 Boulder Hwy,Fail
Hard Rock Cafe,4475 Paradise Rd,Fail
Taqueria El Tizon Grill 2,"4912 S Eastern Ave, Ste 1",Fail
Dim Sum Cafe,3700 S Hualapai Way,Fail
Teriyaki Madness,7481 West Lake Mead,Fail
Pizza My Dear,"1725 E Warm Springs Rd, Ste 9",Fail
Chow Mein House,10300 W Charleston Blvd,Fail
Pho 90,"4355 W Spring Mountain Rd, Ste 101A",Fail
Little Caesars Pizza,351 E Silverado Ranch Blvd,Fail
Ori'Zaba's Scratch Mexican Grill,1 S Main St,Fail
Arawan Thai Bistro and Dessert,"953 E Sahara Ave, Ste E-14",Fail
WTPho,"8180 Blue Diamond Rd, Ste 110",Fail
Chopstix,430 E Silverado Ranch Blvd,Fail
Roberto's Taco Shop,"6883 S Eastern Ave, Ste 200",Fail
Wahoo's Fish Tacos,7020 W Sunset Rd,Fail
China One,921 S Rainbow Blvd,Fail
Las Famosas De Jose,577 E Twain Ave,Fail
India Oven,2218 Paradise Rd,Fail
Payless Pizza,"5785 W Tropicana Ave, Ste 3",Fail
Streets of New York,"5135 S Fort Apache, Ste #35",Fail
Island Malaysian Cuisine,"5115 Spring Mountain Rd, Ste 217",Fail
Firefly,3900 Paradise Rd,Fail
Ping Pang Pong,4000 W Flamingo Rd,Fail
China A Go Go,10550 Southern Highlands Pkwy,Fail
El Steak Burrito,4590 Spring Mountain Rd,Fail
Chuck E. Cheese's,4175 S Grand Canyon,Fail
Panera Bread,740 S Rampart Blvd,Fail
Wendy's,3333 W Tropicana Ave,Fail
Jack In The Box,780 E Flamingo Rd,Fail
Mr Sandwich,"4626 S Maryland Pkwy, Ste C",Fail
Kabob Factory,"8150 S Maryland Pkwy, Ste 120",Fail
S7 Buffet,4100 S Paradise Rd,Fail
Jersey Mike's Subs,5595 Simmons St,Fail
Don Tortaco Mexican Grill,"10 N Eastern Ave, Ste 110",Fail
Del Taco,4380 N Nellis Blvd,Fail
Paradise India,"8125 W Sahara Ave, Ste 300",Fail
Quickee Burgers,8846 S Eastern Ave,Fail
Pt's Gold,4424 West Spring Mountain Rd,Fail
Roberto's Taco Shop,1101 S Fort Apache Rd,Fail
Roberto's Taco Shop,5335 S Decatur Blvd,Fail
Las Delicias Demontecristo Restaurant,"2055 E Tropicana Ave, Ste 11",Fail
Kitchen Table,"1716 W Horizon Ridge Pkwy, Ste 100",Fail
Hot N Juicy Crawfish,3863 Spring Mountain Rd,Fail
Braddah's Island Style,"4632 S Maryland Pkwy, Ste 17",Fail
Yunnan Garden,3934 Schiff Dr,Fail
Apache Taco Shop,"2521 S Fort Apache Rd, Ste 101",Fail
Four Kegs Sports Bar,"276 N Jones Blvd, Ste B",Fail
Itsy Bitsy,"150 Las Vegas Blvd N, Ste 100",Fail
Tacos El Compita,7622 Westcliff Dr,Fail
Cafe Verdi Pizza,"3330 E Tropicana Ave, Ste P",Fail
Le Pho Vietnamese Kitchen,"353 Bonneville Ave, Ste 115",Fail
Panda Express,"1980 S Rainbow Blvd, 120",Fail
Sushi Zen,4210 W Craig Rd,Fail
Fausto's Mexican Grill,229 N Stephanie St,Fail
Flame Kabob,"1205 W Warm Springs Rd, Ste 112",Fail
China Wok,"3073 W Craig Rd, Ste 2",Fail
Sin City Sushi,8790 S Maryland Pkwy,Fail
Tina's Filipino Cuisine,"7720 S Jones Blvd, Ste 105",Fail
Food Court at Fashion Show Mall,3200 S Las Vegas Blvd,Fail
Encore Lobby Bar,3131 Las Vegas Blvd S,Fail
Jugoo Chinese Restaurant,4747 S Maryland Pkwy,Fail
Pancho's Kitchen,"5201 W Charleston Blvd, Ste 120-130",Fail
Island Sushi & Grill,"9400 S Eastern Ave, Ste 103",Fail
Volcano Grille,"7150 S Durango Dr, Ste 110",Fail
Pizza Hut,"5255 S Decatur Blvd, Ste 113",Fail
Golden China,4416 N Rancho Dr,Fail
New Day Cafe,"467 E Silverado Ranch Blvd, Ste 100",Fail
Villa Pizza,639 N Stephanie St,Fail
Fazoli's,1290 W Warm Springs Rd,Fail
Tropical Smoothie Cafe,"10612 South Eastern Avenue, Suite C",Fail
Botanas La Michoacana,"3675 S Decatur Blvd, Ste 12",Fail
La Bonita Supermarket,4120 S Rainbow Blvd,Fail
McDonald's,6360 W Charleston,Fail
Hibachi Grill & Supreme Buffet,313 N Nellis Blvd,Fail
Don Tortaco,7424 S Rainbow Blvd,Fail
Dairy Queen,475 W Craig Rd,Fail
Sunset Station,1301 W Sunset Rd,Fail
Yui Edomae Sushi,"3460 Arville St, Ste HS",Fail
Pollo Campero,4521 E Charleston Blvd,Fail
Great Harvest Bread co.,"6475 N Decatur Blvd, Ste 150",Fail
Bambino's East Coast Pizzeria,2555 S Durango Dr,Fail
Canyon Ranch Grill,"3355 Las Vegas Blvd S, Fl 3",Fail
Riva's Mexican Grill,"2800 E Tropical Pkwy, Ste 102",Fail
Sister's Oriental Market & Video,1732 Fremont St,Fail
Ginseng Korean BBQ II,3765 S Las Vegas Blvd,Fail
Denny's,2400 N Rancho Dr,Fail
Capriotti's Sandwich Shop,6599 Las Vegas Blvd,Fail
Tintoretto Restaurant and Bakery,3355 Las Vegas Blvd S,Fail
Dougie J's Cafe,603 S Las Vegas Blvd,Fail
The Bootlegger Italian Bistro,"7700 Las Vegas Blvd S, Ste 1",Fail
Roberto's Taco Shop,"2810 Bicentennial Pkwy, Ste 120",Fail
Carrabba's Italian Grill,10160 S Eastern Ave,Fail
Taqueria El Tizon Grill,"3266 Las Vegas Blvd N, Ste 9",Fail
Ice Pan,"3475 Las Vegas Blvd S, Fl 2",Fail
Ondori Asian Kitchen,4500 W Tropicana Ave,Fail
Denny's,3081 S Maryland Park,Fail
Dong Ting Spring,"4850 W Flamingo Rd, Ste 34-34",Fail
Capriotti's Sandwich Shop,"9620 Las Vegas Blvd, Ste E5",Fail
El Toque Del Sabor,2501 E Tropicana Ave,Fail
The Lodge Hualapai,3460 S Hualapai Way,Fail
Baguette Cafe,"8359 W Sunset Rd, Ste 100",Fail
Lulu's Bread & Breakfast,6720 Skypointe Dr,Fail
Rise & Shine - A Steak & Egg Place,10690 Southern Highlands Pkwy,Fail
Lee's Sandwiches,3989 Spring Mountain Rd,Fail
Kusina Ni Lorraine,4343 N Rancho Dr,Fail
808 Hawaii Mixed Plate,"775 W Craig Rd, Ste 148",Fail
Kobe Sushi Bistro,"6375 S Rainbow Blvd, Ste 102",Fail
Food Express Chinese Restaurant,"2003 S Decatur Blvd, Ste B",Fail
Del Taco,550 Marks St,Fail
M&M Soul Food Cafe,2211 S Las Vegas Blvd,Fail
Tacos El Compita,6118 W Charleston Blvd,Fail
Teriyaki Boy Healthy Grill,"7320 S Rainbow Blvd, Ste 100",Fail
Silverton Casino,3333 Blue Diamond Rd,Fail
Coffee Pub,"2800 W Sahara Ave, Ste 2A",Fail
Long John Silver's,774 N Nellis Blvd,Fail
KoMex Fusion,4155 S Buffalo Dr,Fail
Tacos El Tapatio,2014 W Ann Rd,Fail
Chipotle Mexican Grill,111 N Nellis Blvd,Fail
Ramen Sora,4490 Spring Mountain Rd,Fail
Table Thai Bar & Bistro,3130 E Sunset Rd,Fail
Denny's,9320 S Eastern Ave,Fail
Durango Taco Shop,7785 N Durango Dr,Fail
Dragon Noodle Co.,3770 Las Vegas Blvd S,Fail
Beijing Noodle No. 9,3570 Las Vegas Blvd S,Fail
Winchell's Donut House,3307 S Jones,Fail
Origin India Las Vegas,"4480 Paradise Rd, Ste 1200",Fail
Las Tapatias,6132 W Charleston Blvd,Fail
Sands Expo,201 Sands Ave,Fail
Metro Pizza,1420 W Horizon Ridge Pkwy,Fail
Takopa,"4215 Spring Mountain Rd, Ste B106A",Fail
Cebu Inasal,7537 S Rainbow Blvd,Fail
Cici's Pizza,8465 W Sahara Ave,Fail
Mezzo Bistro and Wine,"4275 N Rancho Dr, Ste 130",Fail
Diamond Chinese Restaurant,3449 Industrial Rd,Fail
Luckys Lounge and Restaurant,7345 S Jones Blvd,Fail
Rubalcabas Taco Shop,5185 E Lake Mead Blvd,Fail
Greenland Supermarket,6850 Spring Mountain Rd,Fail
Starbucks,"129 East Fremont Street, Golden Nugget Las Vegas Casino, Golden Nugget Casino",Fail
Pho Thanh Huong,"1131 E Tropicana Ave, Ste D",Fail
Yummy Grill Sushi,560 Marks St,Fail
Tuscany Gardens,255 E Flamingo Rd,Fail
Roma Deli II and Wine Shop,8524 W Sahara Ave,Fail
Rainbow Club & Casino,122 S Water St,Fail
Firefly,9560 W Sahara Ave,Fail
Del Taco,280 N Jones Blvd,Fail
Pad Thai Restaurant,"860 S Rancho Dr, Ste 2",Fail
Marilyn's Cafe,255 E Flamingo Rd,Fail
The Pods By Wolfgang Puck,3720 S Las Vegas Blvd,Fail
Robertos Taco Shop,7155 Grand Montecito Pkwy,Fail
Pinoy Pinay Filipino Restaurant,1217 E Sahara Ave,Fail
Rivas Mexican Grill,1654 W Warm Springs Rd,Fail
Domino's Pizza,"7021 Aliante Pkwy, Ste 105",Fail
Chicago Hot Dogs & Subs,2000 S Las Vegas Blvd,Fail
PT's,5630 S Hualapai Way,Fail
Boston Pizza,1507 Las Vegas Blvd S,Fail
The Magic Noodle,"5165 S Fort Apache Rd, Ste 165",Fail
Triple George Grill,"201 N 3rd St, Ste 120",Fail
Teriyaki Boy Healthy Grill,"9055 S Eastern Ave, Ste 1-B",Fail
No Te Rajes Jalisco,2425 N Las Vegas Blvd N,Fail
Wingzza,10960 S Eastern Ave,Fail
Sushi Kaya,"4355 Spring Mountain Rd, Ste 101B",Fail
La Papaya,3347 E Russell Rd,Fail
Gyu-Kaku Japanese BBQ,3550 S Decatur Blvd,Fail
Pizza Patron,2305 E Sahara Ave,Fail
Wingstop,2777 W Craig Rd,Fail
Red Velvet Café,"Fashion Show Mall, 3200 Las Vegas Blvd, Ste1850",Fail
Teriyaki Madness,"9151 W Sahara, Ste 104",Fail
Roberto's Taco Shop,2151 N Rancho Dr,Fail
Jun's Korean Restaurant,"8826 S Eastern Ave, Ste 113",Fail
Dairy Queen,"7785 N Durango Dr, Ste 100",Fail
The Sushi,16 W Horizon Ridge Pkwy,Fail
Roberto's Taco Shop,2685 S Eastern Ave,Fail
Rainbow Kitchen,7537 S Rainbow Blvd,Fail
Naked City Pizza Shop,3240 S Arville St,Fail
Dairy Queen,6125 Spring Mountain Rd,Fail
Egg Works,9355 W Flamingo Rd,Fail
Pho T,"5040 Boulder Hwy, Ste 120",Fail
Chayo Mexican Kitchen + Tequila Bar,3545 S Las Vegas Blvd,Fail
Bobo China,8465 W Sahara Ave,Fail
Domino's Pizza,6101 W Charleston Blvd,Fail
Mint Indian Bistro,"730 E Flamingo Rd, Ste 10",Fail
IHOP,"352 N Nellis Blvd, Ste G",Fail
Jack in the Box,4345 E Charleston Blvd,Fail
La Costa Restaurant,870 Sierra Vista Dr,Fail
IHOP,2210 Las Vegas Blvd S,Fail
Hard Rock Cafe,3771 Las Vegas Boulevard South,Fail
Pieology Pizzeria,"2520 E Craig Rd, Ste 120",Fail
Carlos'n Charlie's,3555 S Las Vegas Blvd,Fail
Waffles Cafe,"6885 Aliante Pkwy, Ste 103",Fail
Jenni Pho Grill,4480 W Spring Mountain Rd,Fail
Vit's Pizza,"3390 Novat St, Ste 120",Fail
Taste of India,"4972 S Maryland Pkwy, Ste 22",Fail
Ramen Tatsu,"3400 S Jones Blvd, Ste 6",Fail
Scoops,"6885 Aliante Pkwy, Ste 107",Fail
Spicy City,4125 Spring Moutain Rd,Fail
El Taco Feliz,4755 W Flamingo Rd,Fail
Rise & Shine - A Steak & Egg Place,75 S Valle Verde Dr,Fail
Lotus Chinese Restaurant & Lounge,215 S Water St,Fail
Subway,2568 Wigwam Pkwy,Fail
Payless Pizza,463 S Decatur Blvd,Fail
The Players Club LV,75 S Stephanie St,Fail
Short Line Express Market,6390 N Durango Dr,Fail
Teriyaki Madness,"2530 South Decatur Blvd, Ste 110",Fail
Sonic Drive-In,2301 E Sahara Ave,Fail
Mr Eat'z,6386 W Lake Mead Blvd,Fail
Casanova,"3377 S Las Vegas Blvd, Ste 2170",Fail
McDonald's,3815 S Maryland Pkwy,Fail
Art of Flavors,"1616 S Las Vegas Blvd, Ste 130",Fail
La Mojarra Loca,"3210 E Lake Mead Blvd, Ste 4",Fail
OMG Sushi,"2351 N Rainbow Blvd, Ste 103",Fail
Little Italy Pizza,"3711 S Valley View Blvd, Ste H",Fail
India Palace,505 E Twain Ave,Fail
Lee's Korean BBQ,"6820 Spring Mountain Rd, Ste 110",Fail
Winchell's Donut House,4580 E Tropicana Ave,Fail
Palermo's Pizza,"1370 E Flamingo Rd, Ste F",Fail
Mar Y Tierra,712 N Eastern Ave,Fail
Cafe Rio,7040 S Durango Dr,Fail
Jacky Chan,"8544 Blue Diamond Rd, Ste 100",Fail
Baja Fresh,"7501 W Lake Mead Blvd, Ste 100",Fail
China Tango,1500 N Green Valley Pkwy,Fail
Paleteria Y Neveria Mexicana,"865 N Lamb Blvd, Ste 10",Fail
Fú Asian Kitchen,4455 Paradise Rd,Fail
Don Tortaco,"8520 Blue Diamond Rd, Ste 110",Fail
Capriotti's Sandwich Shop,"3830 E Flamingo Rd, Ste E5",Fail
Klondike Sunset Casino,444 W Sunset Rd,Fail
Island Style Restaurant,"3909 W Sahara Ave, Ste 1",Fail
Sai Sushi,"2540 Anthem Village Dr, Ste 120",Fail
Tina's Gourmet Sausage House,"2101 S Decatur Blvd, Ste 22",Fail
Taco Bell,355 W. Centennial Parkway,Fail
Island Style 2,"6850 Spring Mountain Rd, Ste F1",Fail
Domino's Pizza,"209 S Stephanie St, Ste D",Fail
Jack In The Box,7741 N El Capitan Way,Fail
Buca di Beppo Italian Restaurant,412 E Flamingo Rd,Fail
Gaati Thai Kitchen,"10545 S Eastern Ave, Ste 100",Fail
Las Delicias De Las Vegas,2129 Industrial Rd,Fail
Sake Rok,3786 Las Vegas Blvd S,Fail
Famous Dave's Barbeque,9695 W Flamingo Rd,Fail
Diamond China Restaurant,"3909 W Sahara Ave, Ste 10",Fail
Greek Bistro,565 Marks St,Fail
Chopstix,"560 Mark St, Ste C",Fail
Red Shrimp Company,4060 S Jones Blvd,Fail
Don Tortaco,"4604 W Sahara Ave, Ste 7",Fail
Pei Wei,10830 W Charleston Blvd,Fail
McDonald's,10290 W Charleston Blvd,Fail
Great Harvest Bread Company,"10180 W Tropicana Ave, Ste 131",Fail
Osaka Summerlin,7511 W Lake Mead Blvd,Fail
Seafood City Supermarket,"10405 S Eastern Ave, Ste 100",Fail
Espression Cafe,"321 S Casino Ctr Blvd, Ste 120",Fail
Godiva Chocolatier,3200 Las Vegas Blvd S,Fail
Pressed For Juice,"6145 S Fort Apache Rd, Ste 506",Fail
Marie Callender's Restaurants & Bakeries,600 E Sahara Ave,Fail
Capriotti's Sandwich Shop,3981 E Sunset Rd,Fail
Silver Nugget Steak House,2140 Las Vegas Blvd N,Fail
Tropical Smoothie Cafe,"7660 West Cheyenne Avenue, Suite 121",Fail
Raku,"5030 Spring Mountain Rd, Ste 2",Fail
Jamba Juice,2667 E. Windmill Pkwy,Fail
Denny's,8000 W Sahara Ave,Fail
Oasis Asian Kitchen,"4011 S Buffalo Dr, Ste B106",Fail
Domino's Pizza,1970 Village Center Cir,Fail
Tropical Smoothie Cafe,"6555 South Jones Boulevard, #110",Fail
Chada Thai & Wine,"3400 S Jones Blvd, Ste 11A",Fail
Frank & Fina's Cocina,4175 S Grand Canyon Dr,Fail
China A Go Go,6885 Aliante Pkwy,Fail
Urban Crawfish Station,"4821 Spring Mountain Rd, Ste C",Fail
Kainan Asian Market & Gift Shop,"9620 Las Vegas Blvd S, Ste N2",Fail
Chicago Style Taco Shop,3415 W Craig Rd,Fail
Tiki's Hawaiian BBQ,8460 W Farm Rd,Fail
Soulfish Poke,"9500 S Eastern Ave, Ste 110",Fail
McDonald's,7150 W Craig Rd,Fail
El Super,1255 S Lamb Blvd,Fail
Fresh Cup,3429 S Jones Blvd,Fail
Stacks & Yolks,"7150 S Durango Dr, Ste 140",Fail
Del Taco,5915 W Sahara Ave,Fail
Panera Bread,7240 S Rainbow Blvd,Fail
Grinders Pizza Lounge,5625 S Rainbow Blvd,Fail
Viva El Taco,"6775 E Lake Mead Blvd, Ste 2",Fail
A Slice of Chicago At the Inn Zone,2990 St Rose Pkwy,Fail
Farmer Boys,7010 S Rainbow Blvd,Fail
La Bonita Grocery,2405 E Ogden Ave,Fail
Pepe's Tacos,"4190 S Rainbow Blvd, Ste 1",Fail
P.F. Chang's,4165 S Paradise Rd,Fail
Cicis,4445 W Charleston Blvd,Fail
Church's Chicken,4880 Spring Mountain Rd,Fail
Casa Don Juan  - Downtown,1204 S Main St,Fail
Dino's Little Italy,3743 Las Vegas Blvd,Fail
Noodle Exchange,4000 W Flamingo Rd,Fail
Bob Taylor's Ranch House,6250 Rio Vista St,Fail
Coyote's Cafe & Cantina,4350 E Sunset Rd,Fail
MadHouse Coffee,"8470 W Desert Inn Rd, Ste H-1",Fail
Azuza Hookah Lounge & Cafe,4480 Paradise Rd,Fail
Capriotti's Sandwich Shop,1311 W Craig Rd,Fail
Taco Bell,"4300 Meadows Ln, Meadows Mall  10",Fail
Pan Asian,"2980 S Durango Dr, Ste 101",Fail
Memphis Championship Barbecue,4379 Las Vegas Blvd,Fail
Wo Fat,"3700 E Desert Inn Rd, Ste 1",Fail
Capriotti's Sandwich Shop,"3355 Novat St, Ste 150",Fail
PDQ,3737 W Craig Rd,Fail
Taco Bell,4880 W. Frias Avenue,Fail
Tacos N' Ritas,3355 S Las Vegas Blvd,Fail
Rubio's,11101 W Charleston Blvd,Fail
Afandi Restaurant and Market,"5181 West Charleston, Ste 120",Fail
Coco's Bakery Restaurant,169 E Tropicana Ave,Fail
Carnitas y Tortas Ahogadas Guadalajara,640 N Eastern Ave,Fail
Pt's Gold,3770 S Hualapai Way,Fail
Buldogis Unleashed Food Truck,"2291 S Fort Apache Rd, Ste 102",Fail
Spicy City,"4215 Spring Mountain Rd, Ste B205",Fail
Tacos La Mexicana,"3555 S Durango Dr, Ste B101",Fail
Roberto's Taco Shop,"6435 S Rainbow Blvd, Ste 104",Fail
Don Michael's,4864 W Lone Mountain Rd,Fail
Taqueria El Buen Pastor,301 S Decatur Blvd,Fail
Boca Do Brasil,4825 S Fort Apache Rd,Fail
Sylantro Restaurant,2550 S Rainbow Blvd,Fail
Chica,"3355 South Las Vegas Blvd, Ste 106",Fail
Baan Thai Restaurant,"5115 W Spring Mountain Rd, Ste 208",Fail
Sasa Sushi,"7450 W Cheyenne Ave, Ste 118",Fail
Lava Grill,3650 E Flamingo Rd,Fail
Poke Poku Hawaiian Poke Bar,"9310 S Eastern Ave, Ste 108",Fail
Alexander's Pizza,5020 Broadbent Blvd,Fail
Make It Yourself Pizza,"375 Lewis Ave, Ste 375",Fail
Taqueria El Buen Pastor,"675 Mall Ring Cir, Ste A",Fail
Philly Cheesesteak Factory,6115 S Pecos Rd,Fail
Egg Works,6960 S Rainbow Blvd,Fail
Olive Garden Italian Restaurant,1545 E Flamingo Rd,Fail
New York Chinese Restaurant,"655 S Green Valley Pkwy, Ste 140",Fail
El Sombrero Cafe,807 S Main St,Fail
The Beat Coffeehouse & Records,520 Fremont St,Fail
Lou's Diner,431 S Decatur Blvd,Fail
Ramen Kobo+Sake,3889 Spring Mountain Rd,Fail
Jun's Korean,"445 W Craig Rd, Ste 110",Fail
Carnitas y Tortas Ahogadas Guadalajara 2,1601 S Las Vegas Blvd,Fail
King & I,1107 E Tropicana Ave,Fail
Lumberjacks,965 W Craig Rd,Fail
Capriotti's Sandwich Shop,"4835 S Fort Apache, Ste K",Fail
McDonald's,3500 E Bonanza,Fail
Quiznos,7135 W Ann Rd,Fail
Panadería y Pastelería Latina,6122 W Charleston Blvd,Fail
Noodle Pot,"4215 Spring Mountain Rd, Ste B112",Fail
Capriotti's Sandwich Shop,325 N Nellis Blvd,Fail
Boulevard Bar & Grille,9860 Las Vegas Blvd S,Fail
Baja Fresh,4343 N Rancho Dr,Fail
No. 1 Boba Tea,"7500 W Lake Mead Blvd, Ste C4",Fail
Outback Steakhouse,"3785 Las Vegas Blvd S, Fl 4",Fail
Crown & Anchor British Pub,1350 E Tropicana Ave,Fail
Chinese Village Restaurant & Lounge,608 N Rainbow Blvd,Fail
Me Gusta Tacos,"2235 Village Walk Dr, Ste 153",Fail
McDonald's,3999 S Las Vegas Blvd,Fail
